durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,15,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,OLTC,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,15,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,15,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,15,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,15,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,15,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,15,REPAIR,,
2,FINISHING,CABLE BOX,HV / LV,15,REPAIR,,
4,FINISHING,CABLE BOX,HV + LV,15,REPAIR,,
5,FINISHING,WIRING,STANDARD,15,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,15,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),15,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),15,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),15,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),15,REPAIR,,
14,FINISHING,RADIATOR PANEL,BONGKAR,15,REPAIR,,
14,FINISHING,RADIATOR PANEL,PASANG,15,REPAIR,,
2,FINISHING,CONSERVATOR,BONGKAR,15,REPAIR,,
2,FINISHING,CONSERVATOR,PASANG,15,REPAIR,,
2,QC TEST,QC TEST,ROUTINE TEST,15,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,15,REPAIR,,
15,QC TEST,QC TEST,TEMPERATURE RISE,15,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,15,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,15,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,15,REPAIR,,
2,QC TEST,QC TEST,PD,15,REPAIR,,
0.33,QC TEST,QC TEST,DGA,15,REPAIR,,
1,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),16,REPAIR,,
1.5,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),16,REPAIR,,
2,BONGKAR,UNTANKING,ON COVER TYPE WELDED,16,REPAIR,,
2,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),16,REPAIR,,
3,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),16,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,16,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),16,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),16,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,16,REPAIR,,
0,BONGKAR,CONSERVATOR,CONSERVATOR,16,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV,16,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX LV,16,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV-LV,16,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,16,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,16,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,16,REPAIR,,
0.3,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,16,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,16,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,16,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,16,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,16,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,16,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,16,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,16,REPAIR,,
0.5,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,16,REPAIR,,
2,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,16,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,16,REPAIR,,
1.85,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,16,REPAIR,,
2.3,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,16,REPAIR,,
11,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),16,REPAIR,,
10.5,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,16,REPAIR,,
12,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,16,REPAIR,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,16,REPAIR,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,16,REPAIR,,
0,COIL MAKING,COIL LV,FLAT HELICAL,16,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,16,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,16,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,16,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,16,REPAIR,,
0.17,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),16,REPAIR,,
1.5,COIL MAKING,COIL LV,GROUNDSHIELD,16,REPAIR,,
0.17,COIL MAKING,COIL LV,TRANSPOSE,16,REPAIR,,
9.5,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,16,REPAIR,,
10,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,16,REPAIR,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,16,REPAIR,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,16,REPAIR,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,16,REPAIR,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,16,REPAIR,,
10.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,16,REPAIR,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,16,REPAIR,,
10.5,COIL MAKING,COIL HV,2 SECTION,16,REPAIR,,
15,COIL MAKING,COIL HV,4 SECTION,16,REPAIR,,
9.5,COIL MAKING,COIL HV,FR OLTC,16,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,16,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,16,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,16,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,16,REPAIR,,
0.17,COIL MAKING,COIL HV,TRANSPOSE,16,REPAIR,,
0.5,COIL MAKING,COIL HV,PRESS COIL,16,REPAIR,,
3,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,16,REPAIR,,
2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,16,REPAIR,,
6,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,16,REPAIR,,
1.5,CONNECTION,CONNECTION,OFF-LOAD,16,REPAIR,,
0,CONNECTION,CONNECTION,ON-LOAD,16,REPAIR,,
7,CONNECTION,CONNECTION,CHANGE OVER BOARD,16,REPAIR,,
3,CONNECTION,CONNECTION,DOUBLE TAP,16,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,FLAT,16,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,RAIL,16,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,16,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,FLAT,16,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,RAIL,16,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,16,REPAIR,,
1.5,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,16,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,16,REPAIR,,
1,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,16,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,16,REPAIR,,
1,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,16,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,16,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,16,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,16,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,16,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,16,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,OLTC,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,16,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,16,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,16,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,16,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,16,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,16,REPAIR,,
2,FINISHING,CABLE BOX,HV / LV,16,REPAIR,,
4,FINISHING,CABLE BOX,HV + LV,16,REPAIR,,
5,FINISHING,WIRING,STANDARD,16,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,16,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),16,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),16,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),16,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),16,REPAIR,,
14,FINISHING,RADIATOR PANEL,BONGKAR,16,REPAIR,,
14,FINISHING,RADIATOR PANEL,PASANG,16,REPAIR,,
2,FINISHING,CONSERVATOR,BONGKAR,16,REPAIR,,
2,FINISHING,CONSERVATOR,PASANG,16,REPAIR,,
2,QC TEST,QC TEST,ROUTINE TEST,16,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,16,REPAIR,,
15,QC TEST,QC TEST,TEMPERATURE RISE,16,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,16,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,16,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,16,REPAIR,,
2,QC TEST,QC TEST,PD,16,REPAIR,,
0.33,QC TEST,QC TEST,DGA,16,REPAIR,,
1,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),20,REPAIR,,
1.5,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),20,REPAIR,,
2,BONGKAR,UNTANKING,ON COVER TYPE WELDED,20,REPAIR,,
2,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),20,REPAIR,,
3,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),20,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,20,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),20,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),20,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,20,REPAIR,,
0,BONGKAR,CONSERVATOR,CONSERVATOR,20,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV,20,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX LV,20,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV-LV,20,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,20,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,20,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,20,REPAIR,,
0.3,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,20,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,20,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,20,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,20,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,20,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,20,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,20,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,20,REPAIR,,
0.5,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,20,REPAIR,,
2,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,20,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,20,REPAIR,,
1.85,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,20,REPAIR,,
2.3,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,20,REPAIR,,
11,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),20,REPAIR,,
10.5,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,20,REPAIR,,
12,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,20,REPAIR,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,20,REPAIR,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,20,REPAIR,,
0,COIL MAKING,COIL LV,FLAT HELICAL,20,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,20,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,20,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,20,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,20,REPAIR,,
0.17,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),20,REPAIR,,
1.5,COIL MAKING,COIL LV,GROUNDSHIELD,20,REPAIR,,
0.17,COIL MAKING,COIL LV,TRANSPOSE,20,REPAIR,,
9.5,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,20,REPAIR,,
10,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,20,REPAIR,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,20,REPAIR,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,20,REPAIR,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,20,REPAIR,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,20,REPAIR,,
10.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,20,REPAIR,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,20,REPAIR,,
10.5,COIL MAKING,COIL HV,2 SECTION,20,REPAIR,,
15,COIL MAKING,COIL HV,4 SECTION,20,REPAIR,,
9.5,COIL MAKING,COIL HV,FR OLTC,20,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,20,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,20,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,20,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,20,REPAIR,,
0.17,COIL MAKING,COIL HV,TRANSPOSE,20,REPAIR,,
0.5,COIL MAKING,COIL HV,PRESS COIL,20,REPAIR,,
3,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,20,REPAIR,,
2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,20,REPAIR,,
6,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,20,REPAIR,,
1.5,CONNECTION,CONNECTION,OFF-LOAD,20,REPAIR,,
0,CONNECTION,CONNECTION,ON-LOAD,20,REPAIR,,
7,CONNECTION,CONNECTION,CHANGE OVER BOARD,20,REPAIR,,
3,CONNECTION,CONNECTION,DOUBLE TAP,20,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,FLAT,20,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,RAIL,20,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,20,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,FLAT,20,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,RAIL,20,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,20,REPAIR,,
1.5,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,20,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,20,REPAIR,,
1,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,20,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,20,REPAIR,,
1,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,20,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,20,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,20,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,20,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,20,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,20,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,OLTC,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,20,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,20,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,20,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,20,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,20,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,20,REPAIR,,
2,FINISHING,CABLE BOX,HV / LV,20,REPAIR,,
4,FINISHING,CABLE BOX,HV + LV,20,REPAIR,,
5,FINISHING,WIRING,STANDARD,20,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,20,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),20,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),20,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),20,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),20,REPAIR,,
14,FINISHING,RADIATOR PANEL,BONGKAR,20,REPAIR,,
14,FINISHING,RADIATOR PANEL,PASANG,20,REPAIR,,
2,FINISHING,CONSERVATOR,BONGKAR,20,REPAIR,,
2,FINISHING,CONSERVATOR,PASANG,20,REPAIR,,
2,QC TEST,QC TEST,ROUTINE TEST,20,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,20,REPAIR,,
15,QC TEST,QC TEST,TEMPERATURE RISE,20,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,20,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,20,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,20,REPAIR,,
2,QC TEST,QC TEST,PD,20,REPAIR,,
0.33,QC TEST,QC TEST,DGA,20,REPAIR,,
1,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),25,REPAIR,,
1.5,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),25,REPAIR,,
2,BONGKAR,UNTANKING,ON COVER TYPE WELDED,25,REPAIR,,
2,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),25,REPAIR,,
3,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),25,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,25,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),25,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),25,REPAIR,,
0,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,25,REPAIR,,
0,BONGKAR,CONSERVATOR,CONSERVATOR,25,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV,25,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX LV,25,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV-LV,25,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,25,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,25,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,25,REPAIR,,
0.3,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,25,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,25,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,25,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,25,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,25,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,25,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,25,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,25,REPAIR,,
0.5,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,25,REPAIR,,
2,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,25,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL WOUND,25,REPAIR,,
1.85,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,25,REPAIR,,
2.3,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,25,REPAIR,,
11,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),25,REPAIR,,
10.5,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,25,REPAIR,,
12,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,25,REPAIR,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,25,REPAIR,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,25,REPAIR,,
0,COIL MAKING,COIL LV,FLAT HELICAL,25,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,25,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,25,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,25,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,25,REPAIR,,
0.17,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),25,REPAIR,,
1.5,COIL MAKING,COIL LV,GROUNDSHIELD,25,REPAIR,,
0.17,COIL MAKING,COIL LV,TRANSPOSE,25,REPAIR,,
9.5,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,25,REPAIR,,
10,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,25,REPAIR,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,25,REPAIR,,
9.5,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,25,REPAIR,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,25,REPAIR,,
9.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,25,REPAIR,,
10.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,25,REPAIR,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,25,REPAIR,,
10.5,COIL MAKING,COIL HV,2 SECTION,25,REPAIR,,
15,COIL MAKING,COIL HV,4 SECTION,25,REPAIR,,
9.5,COIL MAKING,COIL HV,FR OLTC,25,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,25,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,25,REPAIR,,
